O*NET-SOC Code	Task ID	Task	Green Task Type	Date	Domain Source
51-8099.03	17869	Read and interpret instruction manuals or technical drawings related to biomass-fueled power or biofuels production equipment or processes.	New Green Task	07/2012	Incumbent
51-8099.03	17864	Operate high-pressure steam boiler or water chiller equipment for electrical cogeneration operations.	New Green Task	07/2012	Incumbent
51-8099.03	17862	Operate equipment to heat biomass, using knowledge of controls, combustion, and firing mechanisms.	New Green Task	07/2012	Incumbent
51-8099.03	17857	Assess quality of biomass feedstock.	New Green Task	07/2012	Incumbent
51-8099.03	17858	Calculate, measure, load, or mix biomass feedstock for power generation.	New Green Task	07/2012	Incumbent
51-8099.03	17868	Manage parts and supply inventories for biomass plants.	New Green Task	07/2012	Incumbent
51-8099.03	17865	Preprocess feedstock to prepare for biochemical or thermochemical production processes.	New Green Task	07/2012	Incumbent
51-8099.03	17859	Calibrate liquid flow devices or meters, including fuel, chemical, and water meters.	New Green Task	07/2012	Incumbent
51-8099.04	17911	Identify or address malfunctions of hydroelectric plant operational equipment, such as generators, transformers, or turbines.	New Green Task	06/2009	Analyst
51-8099.04	17912	Monitor hydroelectric power plant equipment operation and performance, adjusting to performance specifications, as necessary.	New Green Task	06/2009	Analyst
51-8099.04	17913	Start, adjust, or stop generating units, operating valves, gates, or auxiliary equipment in hydroelectric power generating plants.	New Green Task	06/2009	Analyst
51-8099.04	17914	Communicate status of hydroelectric operating equipment to dispatchers or supervisors.	New Green Task	06/2009	Analyst
51-8099.04	17915	Implement load or switching orders in hydroelectric plants, in accordance with specifications or instructions.	New Green Task	06/2009	Analyst
51-8099.04	17916	Inspect water-powered electric generators or auxiliary equipment in hydroelectric plants to verify proper operation or to determine maintenance or repair needs.	New Green Task	06/2009	Analyst
51-8099.04	17917	Install or calibrate electrical or mechanical equipment, such as motors, engines, switchboards, relays, switch gears, meters, pumps, hydraulics, or flood channels.	New Green Task	06/2009	Analyst
51-8099.04	17918	Maintain logs, reports, work requests, or other records of work performed in hydroelectric plants.	New Green Task	06/2009	Analyst
51-8099.04	17919	Maintain or repair hydroelectric plant electrical, mechanical, or electronic equipment, such as motors, transformers, voltage regulators, generators, relays, battery systems, air compressors, sump pumps, gates, or valves.	New Green Task	06/2009	Analyst
51-8099.04	17920	Operate high voltage switches or related devices in hydropower stations.	New Green Task	06/2009	Analyst
51-8099.04	17921	Operate hydroelectric plant equipment, such as turbines, pumps, valves, gates, fans, electric control boards, or battery banks.	New Green Task	06/2009	Analyst
51-8099.04	17922	Take readings and record data such as water levels, temperatures, or flow rates.	New Green Task	06/2009	Analyst
51-8099.04	17923	Test and repair or replace electrical equipment, such as circuit breakers, station batteries, cable trays, conduits, or control devices.	New Green Task	06/2009	Analyst
51-8099.04	17924	Change oil, hydraulic fluid, or other lubricants to maintain condition of hydroelectric plant equipment.	New Green Task	06/2009	Analyst
51-8099.04	17925	Connect metal parts or components in hydroelectric plants by welding, soldering, riveting, tapping, bolting, bonding, or screwing.	New Green Task	06/2009	Analyst
51-8099.04	17926	Cut, bend, or shape metal for applications in hydroelectric plants, using equipment such as hydraulic benders or pipe threaders.	New Green Task	06/2009	Analyst
51-8099.04	17927	Erect scaffolds, platforms, or hoisting frames to access hydroelectric plant machinery or infrastructure for repair or replacement.	New Green Task	06/2009	Analyst
51-8099.04	17928	Lift and move loads, using cranes, hoists, and rigging, to install or repair hydroelectric system equipment or infrastructure.	New Green Task	06/2009	Analyst
51-8099.04	17929	Perform preventive or corrective containment or cleanup measures in hydroelectric plants to prevent environmental contamination.	New Green Task	06/2009	Analyst
51-8099.04	17930	Perform tunnel or field inspections of hydroelectric plant facilities or resources.	New Green Task	06/2009	Analyst
51-8099.04	17931	Splice or terminate cables or electrical wiring in hydroelectric plants.	New Green Task	06/2009	Analyst
51-9012.00	19918	Operate machines to process materials in compliance with applicable safety, energy, or environmental regulations.	New Green Task	07/2015	Incumbent
51-9061.00	19920	Inspect or test raw materials, parts, or products to determine compliance with environmental standards.	New Green Task	07/2012	Incumbent
51-9061.00	19919	Inspect or test cleantech or green technology parts, products, or installations, such as fuel cells, solar panels, or air quality devices, for conformance to specifications or standards.	New Green Task	07/2011	Analyst
51-9199.01	17872	Sort materials, such as metals, glass, wood, paper or plastics, into appropriate containers for recycling.	New Green Task	07/2012	Incumbent
51-9199.01	17884	Clean recycling yard by sweeping, raking, picking up broken glass and loose paper debris, or moving barrels and bins.	New Green Task	07/2012	Incumbent
51-9199.01	17878	Operate forklifts, pallet jacks, power lifts, or front-end loaders to load bales, bundles, or other heavy items onto trucks for shipping to smelters or other recycled materials processing facilities.	New Green Task	07/2012	Incumbent
51-9199.01	17882	Sort metals to separate high-grade metals, such as copper, brass, and aluminum, for recycling.	New Green Task	07/2012	Incumbent
51-9199.01	17886	Clean, inspect, or lubricate recyclable collection equipment or perform routine maintenance or minor repairs on recycling equipment, such as star gears, finger sorters, destoners, belts, and grinders.	New Green Task	07/2012	Incumbent
51-9199.01	17880	Operate shredders to reclaim steel from discarded appliances.	New Green Task	07/2012	Incumbent
51-9199.01	17885	Collect and sort recyclable construction materials, such as concrete, drywall, plastics, or wood, into containers.	New Green Task	07/2012	Incumbent
51-9199.01	17871	Extract chemicals from discarded appliances, such as air conditioners or refrigerators, using specialized machinery, such as refrigerant recovery equipment.	New Green Task	07/2012	Incumbent
51-9199.01	17874	Deposit recoverable materials into chutes or place materials on conveyor belts.	New Green Task	07/2012	Incumbent
51-9199.01	17877	Operate balers to compress recyclable materials into bundles or bales.	New Green Task	07/2012	Incumbent
51-9199.01	17883	Clean materials, such as metals, according to recycling requirements.	New Green Task	07/2012	Incumbent
51-9199.01	17881	Record logs of recycled materials or waste chemicals removed from products.	New Green Task	07/2012	Incumbent
51-9199.01	17875	Dismantle wrecked vehicles by removing parts and labeling and sorting parts into containers.	New Green Task	07/2012	Incumbent
51-9199.01	17879	Operate processing equipment, such as fiber-sorters and grinders, to sort, crush, or grind recyclable materials.	New Green Task	07/2012	Incumbent
51-9199.01	17870	Cut discarded products, such as appliances and automobiles, into small pieces using saws, blow torches, or other hand or power tools.	New Green Task	07/2012	Incumbent
51-9199.01	17873	Collect recyclable materials from curbside for delivery to designated facilities.	New Green Task	07/2012	Incumbent
51-9199.01	17876	Operate automated refuse or manual recycling collection vehicles.	New Green Task	07/2012	Incumbent
51-9199.01	17887	Remove copper from circuit boards.	New Green Task	07/2012	Incumbent
53-1021.01	17888	Oversee recycling pick-up or drop-off programs to ensure compliance with community ordinances.	New Green Task	07/2014	Incumbent
53-1021.01	17907	Maintain logs of recycling materials received or shipped to processing companies.	New Green Task	07/2014	Incumbent
53-1021.01	17889	Supervise recycling technicians, community service workers, or other recycling operations employees or volunteers.	New Green Task	07/2014	Incumbent
53-1021.01	17910	Review customer requests for service to determine service needs and deploy appropriate resources to provide service.	New Green Task	07/2014	Incumbent
53-1021.01	17909	Provide training to recycling technicians or community service workers on topics such as safety, solid waste processing, or general recycling operations.	New Green Task	07/2014	Incumbent
53-1021.01	17905	Identify or investigate new opportunities for materials to be collected and recycled.	New Green Task	07/2014	Incumbent
53-1021.01	17890	Assign truck drivers or recycling technicians to routes.	New Green Task	07/2014	Incumbent
53-1021.01	17893	Create or manage recycling operations budgets.	New Green Task	07/2014	Incumbent
53-1021.01	17908	Prepare bills of lading, statements of shipping records, or customer receipts related to recycling or hazardous material services.	New Green Task	07/2014	Incumbent
53-1021.01	17906	Inspect physical condition of recycling or hazardous waste facility for compliance with safety, quality, and service standards.	New Green Task	07/2014	Incumbent
